Ticker,Strategy,Total Return %,Max Drawdown %,Trades,2021,2022,2023,2024,2025,2026
DB1.DE,"EMA(50,200)",41.39,-24.5,6,-11.45,10.51,11.43,21.82,0.8,5.59
DB1.DE,"EMA(9,50)",20.53,-26.14,22,-8.35,-6.52,-1.7,4.43,23.24,11.2
DB1.DE,"EMA(21,200)",56.81,-20.1,7,-13.14,11.98,9.89,21.82,9.74,9.75
DHL.DE,Buy & Hold,23.87,-48.39,0,-2.67,-34.84,33.22,-20.69,44.78,27.69
DHL.DE,"SMA(9,21)",36.74,-28.41,30,1.09,-6.37,34.3,-25.1,36.91,4.91
DHL.DE,"SMA(20,50)",8.89,-27.32,15,-12.08,-6.18,22.29,-19.17,10.76,20.56
DHL.DE,"SMA(50,200)",54.22,-41.04,3,0.0,0.0,12.97,-10.85,19.93,27.69
DHL.DE,"SMA(9,50)",4.88,-32.3,16,-10.24,-13.52,34.2,-19.2,3.34,20.57
DHL.DE,"SMA(21,200)",-10.67,-52.19,6,0.0,-7.11,-2.74,-21.96,-0.78,27.69
DHL.DE,"EMA(9,21)",39.66,-23.84,26,-8.71,2.17,27.5,-20.32,30.23,13.17
DHL.DE,"EMA(20,50)",-2.87,-32.76,15,-13.3,-14.12,30.57,-21.02,7.25,17.95
DHL.DE,"EMA(50,200)",3.91,-48.58,6,-11.16,0.0,-1.47,-21.18,17.94,27.69
DHL.DE,"EMA(9,50)",14.46,-28.5,17,-11.73,-12.15,33.53,-21.4,17.69,19.5
DHL.DE,"EMA(21,200)",-14.63,-54.23,9,-11.45,0.0,7.97,-28.71,-1.91,27.69
DTE.DE,Buy & Hold,70.69,-29.3,0,-11.14,18.67,20.35,37.51,-1.45,-0.75
DTE.DE,"SMA(9,21)",-11.02,-34.66,36,-11.4,-4.53,4.42,22.09,-17.96,0.58
DTE.DE,"SMA(20,50)",39.63,-31.92,12,0.0,-4.93,16.04,39.8,-7.87,-1.73
DTE.DE,"SMA(50,200)",57.64,-24.73,3,0.0,7.26,10.73,37.51,9.88,-12.16
DTE.DE,"SMA(9,50)",26.65,-31.02,18,0.0,-6.78,18.5,32.01,-13.14,-0.01
DTE.DE,"SMA(21,200)",42.54,-29.79,5,0.0,6.18,12.06,37.51,5.1,-17.11
DTE.DE,"EMA(9,21)",7.47,-32.27,29,-8.57,-5.01,10.6,30.23,-17.08,3.61
DTE.DE,"EMA(20,50)",48.04,-23.55,12,-5.3,-1.77,23.86,30.75,-2.22,0.49
DTE.DE,"EMA(50,200)",36.0,-30.9,4,0.0,6.62,8.17,37.51,3.36,-17.04
DTE.DE,"EMA(9,50)",59.44,-27.12,16,-4.27,10.09,23.01,31.33,-5.05,-1.38
DTE.DE,"EMA(21,200)",43.5,-28.41,4,-5.4,10.13,12.75,37.51,3.61,-14.25
EOAN.DE,Buy & Hold,128.44,-37.02,0,17.07,-19.47,35.94,-3.64,48.77,24.34
EOAN.DE,"SMA(9,21)",100.48,-19.15,33,5.22,-2.17,25.12,-1.4,41.24,11.79
EOAN.DE,"SMA(20,50)",46.98,-24.6,15,7.11,-17.65,17.09,-4.03,30.48,13.66
EOAN.DE,"SMA(50,200)",96.48,-18.38,2,0.0,0.0,34.02,2.83,14.66,24.34
EOAN.DE,"SMA(9,50)",83.56,-14.7,18,2.97,-3.62,22.3,-1.82,31.78,16.89
EOAN.DE,"SMA(21,200)",113.21,-15.55,3,0.0,1.59,32.25,-0.85,28.74,24.34
EOAN.DE,"EMA(9,21)",116.91,-13.56,28,10.33,2.27,24.16,-5.53,46.02,12.26
EOAN.DE,"EMA(20,50)",57.43,-22.69,13,8.7,-15.69,24.11,-4.91,23.5,17.86
EOAN.DE,"EMA(50,200)",111.46,-19.58,3,14.63,-13.53,29.61,2.88,28.69,24.34
EOAN.DE,"EMA(9,50)",61.77,-25.98,20,0.97,-12.8,29.45,-4.92,38.1,8.1
EOAN.DE,"EMA(21,200)",116.36,-21.02,4,15.78,-17.87,35.94,0.86,33.46,24.34
FRE.DE,Buy & Hold,2.73,-56.5,0,-20.87,-23.65,10.58,19.49,49.5,-13.92
FRE.DE,"SMA(9,21)",19.82,-26.86,34,-6.93,-5.35,10.81,6.67,21.47,-5.27
FRE.DE,"SMA(20,50)",-17.59,-34.6,13,0.0,-14.32,-15.44,0.53,19.97,-5.69
FRE.DE,"SMA(50,200)",27.61,-22.21,4,0.0,0.0,-4.48,7.51,49.5,-16.88
FRE.DE,"SMA(9,50)",8.89,-20.23,16,0.0,-7.45,-3.37,12.19,17.24,-7.43
FRE.DE,"SMA(21,200)",15.95,-31.36,4,0.0,0.0,-19.6,8.07,49.5,-10.74
FRE.DE,"EMA(9,21)",45.64,-22.33,22,-1.69,-1.55,5.47,17.37,19.91,1.38
FRE.DE,"EMA(20,50)",7.42,-37.89,12,-4.47,-8.08,-20.76,10.52,46.53,-4.67
FRE.DE,"EMA(50,200)",8.28,-31.01,4,-8.78,0.0,-10.08,6.23,49.5,-16.88
FRE.DE,"EMA(9,50)",24.57,-21.87,16,-3.77,-5.41,8.72,15.52,17.78,-7.49
FRE.DE,"EMA(21,200)",-3.57,-44.19,7,-5.3,0.0,-34.26,13.81,49.5,-8.96
FME.DE,Buy & Hold,-29.72,-61.46,0,-18.14,-45.19,27.41,19.75,-5.1,8.18
FME.DE,"SMA(9,21)",25.2,-23.58,32,-11.9,0.3,40.23,4.12,-10.21,8.07
FME.DE,"SMA(20,50)",16.39,-30.73,11,0.0,-10.46,46.71,-1.58,-13.73,4.36
FME.DE,"SMA(50,200)",-19.38,-45.94,4,0.0,-9.68,-10.08,1.75,-2.44,0.0
